Fecha,Area_Sanitaria,Personas_Infectadas 
2021-03-24,"A.S. OURENSE, VERÍN E O BARCO","5"
2021-03-24,"A.S. PONTEVEDRA E O SALNÉS","23"
2021-03-24,"A.S. SANTIAGO E BARBANZA","10"
2021-03-24,"A.S. VIGO","31"
2021-03-24,"GALICIA","133"
2021-03-25,"A.S. A CORUÑA E CEE","39"
2021-03-25,"A.S. FERROL","6"
2021-03-25,"A.S. LUGO, A MARIÑA E MONFORTE","12"
2021-03-25,"A.S. OURENSE, VERÍN E O BARCO","3"
2021-03-25,"A.S. PONTEVEDRA E O SALNÉS","5"
2021-03-25,"A.S. SANTIAGO E BARBANZA","11"
2021-03-25,"A.S. VIGO","49"
2021-03-25,"GALICIA","125"
2021-03-26,"A.S. A CORUÑA E CEE","37"
2021-03-26,"A.S. FERROL","7"
2021-03-26,"A.S. LUGO, A MARIÑA E MONFORTE","16"
2021-03-26,"A.S. OURENSE, VERÍN E O BARCO","3"
2021-03-26,"A.S. PONTEVEDRA E O SALNÉS","9"
2021-03-26,"A.S. SANTIAGO E BARBANZA","14"
2021-03-26,"A.S. VIGO","53"
2021-03-26,"GALICIA","139"
2021-03-27,"A.S. A CORUÑA E CEE","36"
2021-03-27,"A.S. FERROL","4"
2021-03-27,"A.S. LUGO, A MARIÑA E MONFORTE","10"
2021-03-27,"A.S. OURENSE, VERÍN E O BARCO","5"
2021-03-27,"A.S. PONTEVEDRA E O SALNÉS","13"
2021-03-27,"A.S. SANTIAGO E BARBANZA","20"
2021-03-27,"A.S. VIGO","38"
2021-03-27,"GALICIA","126"
2021-03-28,"A.S. A CORUÑA E CEE","33"
2021-03-28,"A.S. FERROL","1"
2021-03-28,"A.S. LUGO, A MARIÑA E MONFORTE","11"
2021-03-28,"A.S. OURENSE, VERÍN E O BARCO","9"
2021-03-28,"A.S. PONTEVEDRA E O SALNÉS","17"
2021-03-28,"A.S. SANTIAGO E BARBANZA","17"
2021-03-28,"A.S. VIGO","40"
2021-03-28,"GALICIA","128"
2021-03-29,"A.S. A CORUÑA E CEE","33"
2021-03-29,"A.S. FERROL","3"
2021-03-29,"A.S. LUGO, A MARIÑA E MONFORTE","9"
2021-03-29,"A.S. OURENSE, VERÍN E O BARCO","10"
2021-03-29,"A.S. PONTEVEDRA E O SALNÉS","13"
2021-03-29,"A.S. SANTIAGO E BARBANZA","16"
2021-03-29,"A.S. VIGO","24"
2021-03-29,"GALICIA","108"
2021-03-30,"A.S. A CORUÑA E CEE","35"
2021-03-30,"A.S. FERROL","4"
2021-03-30,"A.S. LUGO, A MARIÑA E MONFORTE","7"
2021-03-30,"A.S. OURENSE, VERÍN E O BARCO","15"
2021-03-30,"A.S. PONTEVEDRA E O SALNÉS","19"
2021-03-30,"A.S. SANTIAGO E BARBANZA","24"
2021-03-30,"A.S. VIGO","70"
2021-03-30,"GALICIA","174"
2021-03-31,"A.S. A CORUÑA E CEE","47"
2021-03-31,"A.S. FERROL","4"
2021-03-31,"A.S. LUGO, A MARIÑA E MONFORTE","17"
2021-03-31,"A.S. OURENSE, VERÍN E O BARCO","11"
2021-03-31,"A.S. PONTEVEDRA E O SALNÉS","16"
2021-03-31,"A.S. SANTIAGO E BARBANZA","16"
2021-03-31,"A.S. VIGO","50"
2021-03-31,"GALICIA","161"
2021-04-01,"A.S. A CORUÑA E CEE","24"
2021-04-01,"A.S. FERROL","3"
2021-04-01,"A.S. LUGO, A MARIÑA E MONFORTE","9"
2021-04-01,"A.S. OURENSE, VERÍN E O BARCO","11"
2021-04-01,"A.S. PONTEVEDRA E O SALNÉS","24"
2021-04-01,"A.S. SANTIAGO E BARBANZA","22"
2021-04-01,"A.S. VIGO","35"
2021-04-01,"GALICIA","128"
2021-04-02,"A.S. A CORUÑA E CEE","15"
2021-04-02,"A.S. FERROL","1"
2021-04-02,"A.S. LUGO, A MARIÑA E MONFORTE","6"
2021-04-02,"A.S. OURENSE, VERÍN E O BARCO","8"
2021-04-02,"A.S. PONTEVEDRA E O SALNÉS","20"
2021-04-02,"A.S. SANTIAGO E BARBANZA","24"
2021-04-02,"A.S. VIGO","21"
2021-04-02,"GALICIA","95"
2021-04-03,"A.S. A CORUÑA E CEE","29"
2021-04-03,"A.S. FERROL","3"
2021-04-03,"A.S. LUGO, A MARIÑA E MONFORTE","5"
2021-04-03,"A.S. OURENSE, VERÍN E O BARCO","9"
2021-04-03,"A.S. PONTEVEDRA E O SALNÉS","9"
2021-04-03,"A.S. SANTIAGO E BARBANZA","14"
2021-04-03,"A.S. VIGO","12"
2021-04-03,"GALICIA","81"
2021-04-04,"A.S. A CORUÑA E CEE","28"
2021-04-04,"A.S. FERROL","5"
2021-04-04,"A.S. LUGO, A MARIÑA E MONFORTE","8"
2021-04-04,"A.S. OURENSE, VERÍN E O BARCO","9"
2021-04-04,"A.S. PONTEVEDRA E O SALNÉS","42"
2021-04-04,"A.S. SANTIAGO E BARBANZA","33"
2021-04-04,"A.S. VIGO","28"
2021-04-04,"GALICIA","153"
2021-04-05,"A.S. A CORUÑA E CEE","34"
2021-04-05,"A.S. FERROL","3"
2021-04-05,"A.S. LUGO, A MARIÑA E MONFORTE","11"
2021-04-05,"A.S. OURENSE, VERÍN E O BARCO","8"
2021-04-05,"A.S. PONTEVEDRA E O SALNÉS","16"
2021-04-05,"A.S. SANTIAGO E BARBANZA","24"
2021-04-05,"A.S. VIGO","34"
2021-04-05,"GALICIA","130"
2021-04-06,"A.S. A CORUÑA E CEE","36"
2021-04-06,"A.S. FERROL","3"
2021-04-06,"A.S. LUGO, A MARIÑA E MONFORTE","6"
2021-04-06,"A.S. OURENSE, VERÍN E O BARCO","6"
2021-04-06,"A.S. PONTEVEDRA E O SALNÉS","28"
2021-04-06,"A.S. SANTIAGO E BARBANZA","17"
2021-04-06,"A.S. VIGO","50"
2021-04-06,"GALICIA","146"
2021-04-07,"A.S. A CORUÑA E CEE","26"
2021-04-07,"A.S. FERROL","5"
2021-04-07,"A.S. LUGO, A MARIÑA E MONFORTE","12"
2021-04-07,"A.S. OURENSE, VERÍN E O BARCO","15"
2021-04-07,"A.S. PONTEVEDRA E O SALNÉS","29"
2021-04-07,"A.S. SANTIAGO E BARBANZA","27"
2021-04-07,"A.S. VIGO","37"
2021-04-07,"GALICIA","151"
2021-04-08,"A.S. A CORUÑA E CEE","40"
2021-04-08,"A.S. FERROL","3"
2021-04-08,"A.S. LUGO, A MARIÑA E MONFORTE","17"
2021-04-08,"A.S. OURENSE, VERÍN E O BARCO","10"
2021-04-08,"A.S. PONTEVEDRA E O SALNÉS","22"
2021-04-08,"A.S. SANTIAGO E BARBANZA","25"
2021-04-08,"A.S. VIGO","56"
2021-04-08,"GALICIA","173"
2021-04-09,"A.S. A CORUÑA E CEE","44"
2021-04-09,"A.S. FERROL","6"
2021-04-09,"A.S. LUGO, A MARIÑA E MONFORTE","11"
2021-04-09,"A.S. OURENSE, VERÍN E O BARCO","33"
2021-04-09,"A.S. PONTEVEDRA E O SALNÉS","20"
2021-04-09,"A.S. SANTIAGO E BARBANZA","36"
2021-04-09,"A.S. VIGO","32"
2021-04-09,"GALICIA","182"
2021-04-10,"A.S. A CORUÑA E CEE","44"
2021-04-10,"A.S. FERROL","11"
2021-04-10,"A.S. LUGO, A MARIÑA E MONFORTE","13"
2021-04-10,"A.S. OURENSE, VERÍN E O BARCO","15"
2021-04-10,"A.S. PONTEVEDRA E O SALNÉS","27"
2021-04-10,"A.S. SANTIAGO E BARBANZA","25"
2021-04-10,"A.S. VIGO","46"
2021-04-10,"GALICIA","181"
2021-04-11,"A.S. A CORUÑA E CEE","25"
2021-04-11,"A.S. FERROL","6"
2021-04-11,"A.S. LUGO, A MARIÑA E MONFORTE","14"
2021-04-11,"A.S. OURENSE, VERÍN E O BARCO","9"
2021-04-11,"A.S. PONTEVEDRA E O SALNÉS","45"
2021-04-11,"A.S. SANTIAGO E BARBANZA","18"
2021-04-11,"A.S. VIGO","17"
2021-04-11,"GALICIA","134"
2021-04-12,"A.S. A CORUÑA E CEE","26"
2021-04-12,"A.S. FERROL","18"
2021-04-12,"A.S. LUGO, A MARIÑA E MONFORTE","13"
2021-04-12,"A.S. OURENSE, VERÍN E O BARCO","17"
2021-04-12,"A.S. PONTEVEDRA E O SALNÉS","24"
2021-04-12,"A.S. SANTIAGO E BARBANZA","21"
2021-04-12,"A.S. VIGO","38"
2021-04-12,"GALICIA","157"
2021-04-13,"A.S. A CORUÑA E CEE","44"
2021-04-13,"A.S. FERROL","3"
2021-04-13,"A.S. LUGO, A MARIÑA E MONFORTE","18"
2021-04-13,"A.S. OURENSE, VERÍN E O BARCO","18"
2021-04-13,"A.S. PONTEVEDRA E O SALNÉS","16"
2021-04-13,"A.S. SANTIAGO E BARBANZA","23"
2021-04-13,"A.S. VIGO","46"
2021-04-13,"GALICIA","168"
2021-04-14,"A.S. A CORUÑA E CEE","55"
2021-04-14,"A.S. FERROL","11"
2021-04-14,"A.S. LUGO, A MARIÑA E MONFORTE","8"
2021-04-14,"A.S. OURENSE, VERÍN E O BARCO","28"
2021-04-14,"A.S. PONTEVEDRA E O SALNÉS","48"
2021-04-14,"A.S. SANTIAGO E BARBANZA","30"
2021-04-14,"A.S. VIGO","62"
2021-04-14,"GALICIA","242"
2021-04-15,"A.S. A CORUÑA E CEE","38"
2021-04-15,"A.S. FERROL","7"
2021-04-15,"A.S. LUGO, A MARIÑA E MONFORTE","23"
2021-04-15,"A.S. OURENSE, VERÍN E O BARCO","20"
2021-04-15,"A.S. PONTEVEDRA E O SALNÉS","22"
2021-04-15,"A.S. SANTIAGO E BARBANZA","23"
2021-04-15,"A.S. VIGO","58"
2021-04-15,"GALICIA","191"
2021-04-16,"A.S. A CORUÑA E CEE","46"
2021-04-16,"A.S. FERROL","7"
2021-04-16,"A.S. LUGO, A MARIÑA E MONFORTE","24"
2021-04-16,"A.S. OURENSE, VERÍN E O BARCO","14"
2021-04-16,"A.S. PONTEVEDRA E O SALNÉS","29"
2021-04-16,"A.S. SANTIAGO E BARBANZA","14"
2021-04-16,"A.S. VIGO","44"
2021-04-16,"GALICIA","178"
2021-04-17,"A.S. A CORUÑA E CEE","46"
2021-04-17,"A.S. FERROL","6"
2021-04-17,"A.S. LUGO, A MARIÑA E MONFORTE","16"
2021-04-17,"A.S. OURENSE, VERÍN E O BARCO","15"
2021-04-17,"A.S. PONTEVEDRA E O SALNÉS","27"
2021-04-17,"A.S. SANTIAGO E BARBANZA","17"
2021-04-17,"A.S. VIGO","78"
2021-04-17,"GALICIA","205"
2021-04-18,"A.S. A CORUÑA E CEE","36"
2021-04-18,"A.S. FERROL","4"
2021-04-18,"A.S. LUGO, A MARIÑA E MONFORTE","5"
2021-04-18,"A.S. OURENSE, VERÍN E O BARCO","13"
2021-04-18,"A.S. PONTEVEDRA E O SALNÉS","36"
2021-04-18,"A.S. SANTIAGO E BARBANZA","9"
2021-04-18,"A.S. VIGO","34"
2021-04-18,"GALICIA","137"
2021-04-19,"A.S. A CORUÑA E CEE","23"
2021-04-19,"A.S. FERROL","5"
2021-04-19,"A.S. LUGO, A MARIÑA E MONFORTE","11"
2021-04-19,"A.S. OURENSE, VERÍN E O BARCO","13"
2021-04-19,"A.S. PONTEVEDRA E O SALNÉS","28"
2021-04-19,"A.S. SANTIAGO E BARBANZA","19"
2021-04-19,"A.S. VIGO","32"
2021-04-19,"GALICIA","131"
2021-04-20,"A.S. A CORUÑA E CEE","47"
2021-04-20,"A.S. FERROL","4"
2021-04-20,"A.S. LUGO, A MARIÑA E MONFORTE","11"
2021-04-20,"A.S. OURENSE, VERÍN E O BARCO","25"
2021-04-20,"A.S. PONTEVEDRA E O SALNÉS","28"
2021-04-20,"A.S. SANTIAGO E BARBANZA","19"
2021-04-20,"A.S. VIGO","73"
2021-04-20,"GALICIA","207"
2021-04-21,"A.S. A CORUÑA E CEE","56"
2021-04-21,"A.S. FERROL","7"
2021-04-21,"A.S. LUGO, A MARIÑA E MONFORTE","15"
2021-04-21,"A.S. OURENSE, VERÍN E O BARCO","23"
2021-04-21,"A.S. PONTEVEDRA E O SALNÉS","28"
2021-04-21,"A.S. SANTIAGO E BARBANZA","13"
2021-04-21,"A.S. VIGO","86"
2021-04-21,"GALICIA","228"
2021-04-22,"A.S. A CORUÑA E CEE","58"
2021-04-22,"A.S. FERROL","7"
2021-04-22,"A.S. LUGO, A MARIÑA E MONFORTE","12"
2021-04-22,"A.S. OURENSE, VERÍN E O BARCO","18"
2021-04-22,"A.S. PONTEVEDRA E O SALNÉS","40"
2021-04-22,"A.S. SANTIAGO E BARBANZA","23"
2021-04-22,"A.S. VIGO","82"
2021-04-22,"GALICIA","240"
2021-04-23,"A.S. A CORUÑA E CEE","41"
2021-04-23,"A.S. FERROL","12"
2021-04-23,"A.S. LUGO, A MARIÑA E MONFORTE","14"
2021-04-23,"A.S. OURENSE, VERÍN E O BARCO","20"
2021-04-23,"A.S. PONTEVEDRA E O SALNÉS","24"
2021-04-23,"A.S. SANTIAGO E BARBANZA","35"
2021-04-23,"A.S. VIGO","75"
2021-04-23,"GALICIA","221"
2021-04-24,"A.S. A CORUÑA E CEE","33"
2021-04-24,"A.S. FERROL","4"
2021-04-24,"A.S. LUGO, A MARIÑA E MONFORTE","10"
2021-04-24,"A.S. OURENSE, VERÍN E O BARCO","12"
2021-04-24,"A.S. PONTEVEDRA E O SALNÉS","30"
2021-04-24,"A.S. SANTIAGO E BARBANZA","21"
2021-04-24,"A.S. VIGO","68"
2021-04-24,"GALICIA","178"
2021-04-25,"A.S. A CORUÑA E CEE","43"
2021-04-25,"A.S. FERROL","3"
2021-04-25,"A.S. LUGO, A MARIÑA E MONFORTE","10"
2021-04-25,"A.S. OURENSE, VERÍN E O BARCO","17"
2021-04-25,"A.S. PONTEVEDRA E O SALNÉS","20"
2021-04-25,"A.S. SANTIAGO E BARBANZA","21"
2021-04-25,"A.S. VIGO","27"
2021-04-25,"GALICIA","141"
2021-04-26,"A.S. A CORUÑA E CEE","24"
2021-04-26,"A.S. FERROL","2"
2021-04-26,"A.S. LUGO, A MARIÑA E MONFORTE","16"
2021-04-26,"A.S. OURENSE, VERÍN E O BARCO","15"
2021-04-26,"A.S. PONTEVEDRA E O SALNÉS","29"
2021-04-26,"A.S. SANTIAGO E BARBANZA","23"
2021-04-26,"A.S. VIGO","39"
2021-04-26,"GALICIA","148"
2021-04-27,"A.S. A CORUÑA E CEE","51"
2021-04-27,"A.S. FERROL","4"
2021-04-27,"A.S. LUGO, A MARIÑA E MONFORTE","23"
2021-04-27,"A.S. OURENSE, VERÍN E O BARCO","23"
2021-04-27,"A.S. PONTEVEDRA E O SALNÉS","41"
2021-04-27,"A.S. SANTIAGO E BARBANZA","34"
2021-04-27,"A.S. VIGO","62"
2021-04-27,"GALICIA","238"
2021-04-28,"A.S. A CORUÑA E CEE","45"
2021-04-28,"A.S. FERROL","9"
2021-04-28,"A.S. LUGO, A MARIÑA E MONFORTE","21"
2021-04-28,"A.S. OURENSE, VERÍN E O BARCO","18"
2021-04-28,"A.S. PONTEVEDRA E O SALNÉS","20"
2021-04-28,"A.S. SANTIAGO E BARBANZA","19"
2021-04-28,"A.S. VIGO","56"
2021-04-28,"GALICIA","188"
2021-04-29,"A.S. A CORUÑA E CEE","49"
2021-04-29,"A.S. FERROL","10"
2021-04-29,"A.S. LUGO, A MARIÑA E MONFORTE","22"
2021-04-29,"A.S. OURENSE, VERÍN E O BARCO","32"
2021-04-29,"A.S. PONTEVEDRA E O SALNÉS","43"
2021-04-29,"A.S. SANTIAGO E BARBANZA","29"
2021-04-29,"A.S. VIGO","66"
2021-04-29,"GALICIA","251"
2021-04-30,"A.S. A CORUÑA E CEE","31"
2021-04-30,"A.S. FERROL","4"
2021-04-30,"A.S. LUGO, A MARIÑA E MONFORTE","16"
2021-04-30,"A.S. OURENSE, VERÍN E O BARCO","12"
2021-04-30,"A.S. PONTEVEDRA E O SALNÉS","16"
2021-04-30,"A.S. SANTIAGO E BARBANZA","22"
2021-04-30,"A.S. VIGO","36"
2021-04-30,"GALICIA","137"
2021-05-01,"A.S. A CORUÑA E CEE","22"
2021-05-01,"A.S. FERROL","1"
2021-05-01,"A.S. LUGO, A MARIÑA E MONFORTE","9"
2021-05-01,"A.S. OURENSE, VERÍN E O BARCO","12"
2021-05-01,"A.S. PONTEVEDRA E O SALNÉS","36"
2021-05-01,"A.S. SANTIAGO E BARBANZA","26"
2021-05-01,"A.S. VIGO","36"
2021-05-01,"GALICIA","142"
2021-05-02,"A.S. A CORUÑA E CEE","38"
2021-05-02,"A.S. FERROL","2"
2021-05-02,"A.S. LUGO, A MARIÑA E MONFORTE","1"
2021-05-02,"A.S. OURENSE, VERÍN E O BARCO","6"
2021-05-02,"A.S. PONTEVEDRA E O SALNÉS","21"
2021-05-02,"A.S. SANTIAGO E BARBANZA","18"
2021-05-02,"A.S. VIGO","25"
2021-05-02,"GALICIA","111"
2021-05-03,"A.S. A CORUÑA E CEE","26"
2021-05-03,"A.S. FERROL","4"
2021-05-03,"A.S. LUGO, A MARIÑA E MONFORTE","24"
2021-05-03,"A.S. OURENSE, VERÍN E O BARCO","17"
2021-05-03,"A.S. PONTEVEDRA E O SALNÉS","33"
2021-05-03,"A.S. SANTIAGO E BARBANZA","22"
2021-05-03,"A.S. VIGO","38"
2021-05-03,"GALICIA","164"
2021-05-04,"A.S. A CORUÑA E CEE","42"
2021-05-04,"A.S. FERROL","2"
2021-05-04,"A.S. LUGO, A MARIÑA E MONFORTE","11"
2021-05-04,"A.S. OURENSE, VERÍN E O BARCO","27"
2021-05-04,"A.S. PONTEVEDRA E O SALNÉS","30"
2021-05-04,"A.S. SANTIAGO E BARBANZA","27"
2021-05-04,"A.S. VIGO","59"
2021-05-04,"GALICIA","198"
2021-05-05,"A.S. A CORUÑA E CEE","50"
2021-05-05,"A.S. FERROL","5"
2021-05-05,"A.S. LUGO, A MARIÑA E MONFORTE","10"
2021-05-05,"A.S. OURENSE, VERÍN E O BARCO","15"
2021-05-05,"A.S. PONTEVEDRA E O SALNÉS","47"
2021-05-05,"A.S. SANTIAGO E BARBANZA","26"
2021-05-05,"A.S. VIGO","63"
2021-05-05,"GALICIA","216"
2021-05-06,"A.S. A CORUÑA E CEE","44"
2021-05-06,"A.S. FERROL","5"
2021-05-06,"A.S. LUGO, A MARIÑA E MONFORTE","9"
2021-05-06,"A.S. OURENSE, VERÍN E O BARCO","15"
2021-05-06,"A.S. PONTEVEDRA E O SALNÉS","20"
2021-05-06,"A.S. SANTIAGO E BARBANZA","28"
2021-05-06,"A.S. VIGO","62"
2021-05-06,"GALICIA","183"
2021-05-07,"A.S. A CORUÑA E CEE","54"
2021-05-07,"A.S. FERROL","6"
2021-05-07,"A.S. LUGO, A MARIÑA E MONFORTE","10"
2021-05-07,"A.S. OURENSE, VERÍN E O BARCO","10"
2021-05-07,"A.S. PONTEVEDRA E O SALNÉS","41"
2021-05-07,"A.S. SANTIAGO E BARBANZA","15"
2021-05-07,"A.S. VIGO","52"
2021-05-07,"GALICIA","188"
2021-05-08,"A.S. A CORUÑA E CEE","23"
2021-05-08,"A.S. FERROL","8"
2021-05-08,"A.S. LUGO, A MARIÑA E MONFORTE","13"
2021-05-08,"A.S. OURENSE, VERÍN E O BARCO","8"
2021-05-08,"A.S. PONTEVEDRA E O SALNÉS","22"
2021-05-08,"A.S. SANTIAGO E BARBANZA","29"
2021-05-08,"A.S. VIGO","46"
2021-05-08,"GALICIA","149"
2021-05-09,"A.S. A CORUÑA E CEE","45"
2021-05-09,"A.S. FERROL","3"
2021-05-09,"A.S. LUGO, A MARIÑA E MONFORTE","12"
2021-05-09,"A.S. OURENSE, VERÍN E O BARCO","12"
2021-05-09,"A.S. PONTEVEDRA E O SALNÉS","19"
2021-05-09,"A.S. SANTIAGO E BARBANZA","27"
2021-05-09,"A.S. VIGO","39"
2021-05-09,"GALICIA","157"
2021-05-10,"A.S. A CORUÑA E CEE","23"
2021-05-10,"A.S. FERROL","11"
2021-05-10,"A.S. LUGO, A MARIÑA E MONFORTE","13"
2021-05-10,"A.S. OURENSE, VERÍN E O BARCO","7"
2021-05-10,"A.S. PONTEVEDRA E O SALNÉS","24"
2021-05-10,"A.S. SANTIAGO E BARBANZA","45"
2021-05-10,"A.S. VIGO","54"
2021-05-10,"GALICIA","177"
2021-05-11,"A.S. A CORUÑA E CEE","29"
2021-05-11,"A.S. FERROL","12"
2021-05-11,"A.S. LUGO, A MARIÑA E MONFORTE","8"
2021-05-11,"A.S. OURENSE, VERÍN E O BARCO","14"
2021-05-11,"A.S. PONTEVEDRA E O SALNÉS","28"
2021-05-11,"A.S. SANTIAGO E BARBANZA","29"
2021-05-11,"A.S. VIGO","70"
2021-05-11,"GALICIA","190"
2021-05-12,"A.S. A CORUÑA E CEE","24"
2021-05-12,"A.S. FERROL","4"
2021-05-12,"A.S. LUGO, A MARIÑA E MONFORTE","11"
2021-05-12,"A.S. OURENSE, VERÍN E O BARCO","11"
2021-05-12,"A.S. PONTEVEDRA E O SALNÉS","26"
2021-05-12,"A.S. SANTIAGO E BARBANZA","25"
2021-05-12,"A.S. VIGO","42"
2021-05-12,"GALICIA","143"
2021-05-13,"A.S. A CORUÑA E CEE","24"
2021-05-13,"A.S. FERROL","6"
2021-05-13,"A.S. LUGO, A MARIÑA E MONFORTE","12"
2021-05-13,"A.S. OURENSE, VERÍN E O BARCO","13"
2021-05-13,"A.S. PONTEVEDRA E O SALNÉS","23"
2021-05-13,"A.S. SANTIAGO E BARBANZA","34"
2021-05-13,"A.S. VIGO","51"
2021-05-13,"GALICIA","163"
2021-05-14,"A.S. A CORUÑA E CEE","26"
2021-05-14,"A.S. FERROL","4"
2021-05-14,"A.S. LUGO, A MARIÑA E MONFORTE","5"
2021-05-14,"A.S. OURENSE, VERÍN E O BARCO","21"
2021-05-14,"A.S. PONTEVEDRA E O SALNÉS","16"
2021-05-14,"A.S. SANTIAGO E BARBANZA","32"
2021-05-14,"A.S. VIGO","64"
2021-05-14,"GALICIA","168"
2021-05-15,"A.S. A CORUÑA E CEE","26"
2021-05-15,"A.S. FERROL","5"
2021-05-15,"A.S. LUGO, A MARIÑA E MONFORTE","10"
2021-05-15,"A.S. OURENSE, VERÍN E O BARCO","12"
2021-05-15,"A.S. PONTEVEDRA E O SALNÉS","16"
2021-05-15,"A.S. SANTIAGO E BARBANZA","19"
2021-05-15,"A.S. VIGO","42"
2021-05-15,"GALICIA","130"
2021-05-16,"A.S. A CORUÑA E CEE","22"
2021-05-16,"A.S. FERROL","2"
2021-05-16,"A.S. LUGO, A MARIÑA E MONFORTE","6"
2021-05-16,"A.S. OURENSE, VERÍN E O BARCO","16"
2021-05-16,"A.S. PONTEVEDRA E O SALNÉS","14"
2021-05-16,"A.S. SANTIAGO E BARBANZA","31"
2021-05-16,"A.S. VIGO","34"
2021-05-16,"GALICIA","125"
2021-05-17,"A.S. A CORUÑA E CEE","24"
2021-05-17,"A.S. FERROL","5"
2021-05-17,"A.S. LUGO, A MARIÑA E MONFORTE","7"
2021-05-17,"A.S. OURENSE, VERÍN E O BARCO","6"
2021-05-17,"A.S. PONTEVEDRA E O SALNÉS","18"
2021-05-17,"A.S. SANTIAGO E BARBANZA","10"
2021-05-17,"A.S. VIGO","17"
2021-05-17,"GALICIA","87"
2021-05-18,"A.S. A CORUÑA E CEE","21"
2021-05-18,"A.S. FERROL","6"
2021-05-18,"A.S. LUGO, A MARIÑA E MONFORTE","12"
2021-05-18,"A.S. OURENSE, VERÍN E O BARCO","14"
2021-05-18,"A.S. PONTEVEDRA E O SALNÉS","17"
2021-05-18,"A.S. SANTIAGO E BARBANZA","45"
2021-05-18,"A.S. VIGO","43"
2021-05-18,"GALICIA","158"
2021-05-19,"A.S. A CORUÑA E CEE","16"
2021-05-19,"A.S. FERROL","3"
2021-05-19,"A.S. LUGO, A MARIÑA E MONFORTE","26"
2021-05-19,"A.S. OURENSE, VERÍN E O BARCO","14"
2021-05-19,"A.S. PONTEVEDRA E O SALNÉS","20"
2021-05-19,"A.S. SANTIAGO E BARBANZA","23"
2021-05-19,"A.S. VIGO","82"
2021-05-19,"GALICIA","184"
2021-05-20,"A.S. A CORUÑA E CEE","33"
2021-05-20,"A.S. FERROL","5"
2021-05-20,"A.S. LUGO, A MARIÑA E MONFORTE","26"
2021-05-20,"A.S. OURENSE, VERÍN E O BARCO","15"
2021-05-20,"A.S. PONTEVEDRA E O SALNÉS","16"
2021-05-20,"A.S. SANTIAGO E BARBANZA","28"
2021-05-20,"A.S. VIGO","63"
2021-05-20,"GALICIA","186"
2021-05-21,"A.S. A CORUÑA E CEE","38"
2021-05-21,"A.S. FERROL","6"
2021-05-21,"A.S. LUGO, A MARIÑA E MONFORTE","25"
2021-05-21,"A.S. OURENSE, VERÍN E O BARCO","8"
2021-05-21,"A.S. PONTEVEDRA E O SALNÉS","11"
2021-05-21,"A.S. SANTIAGO E BARBANZA","19"
2021-05-21,"A.S. VIGO","55"
2021-05-21,"GALICIA","162"
2021-05-22,"A.S. A CORUÑA E CEE","31"
2021-05-22,"A.S. FERROL","8"
2021-05-22,"A.S. LUGO, A MARIÑA E MONFORTE","22"
2021-05-22,"A.S. OURENSE, VERÍN E O BARCO","7"
2021-05-22,"A.S. PONTEVEDRA E O SALNÉS","22"
2021-05-22,"A.S. SANTIAGO E BARBANZA","41"
2021-05-22,"A.S. VIGO","49"
2021-05-22,"GALICIA","180"
2021-05-23,"A.S. A CORUÑA E CEE","11"
2021-05-23,"A.S. FERROL","1"
2021-05-23,"A.S. LUGO, A MARIÑA E MONFORTE","22"
2021-05-23,"A.S. OURENSE, VERÍN E O BARCO","10"
2021-05-23,"A.S. PONTEVEDRA E O SALNÉS","8"
2021-05-23,"A.S. SANTIAGO E BARBANZA","20"
2021-05-23,"A.S. VIGO","14"
2021-05-23,"GALICIA","86"
2021-05-24,"A.S. A CORUÑA E CEE","13"
2021-05-24,"A.S. FERROL","4"
2021-05-24,"A.S. LUGO, A MARIÑA E MONFORTE","9"
2021-05-24,"A.S. OURENSE, VERÍN E O BARCO","8"
2021-05-24,"A.S. PONTEVEDRA E O SALNÉS","12"
2021-05-24,"A.S. SANTIAGO E BARBANZA","29"
2021-05-24,"A.S. VIGO","28"
2021-05-24,"GALICIA","103"
2021-05-25,"A.S. A CORUÑA E CEE","16"
2021-05-25,"A.S. FERROL","8"
2021-05-25,"A.S. LUGO, A MARIÑA E MONFORTE","11"
2021-05-25,"A.S. OURENSE, VERÍN E O BARCO","9"
2021-05-25,"A.S. PONTEVEDRA E O SALNÉS","26"
2021-05-25,"A.S. SANTIAGO E BARBANZA","34"
2021-05-25,"A.S. VIGO","35"
2021-05-25,"GALICIA","139"
2021-05-26,"A.S. A CORUÑA E CEE","8"
2021-05-26,"A.S. FERROL","9"
2021-05-26,"A.S. LUGO, A MARIÑA E MONFORTE","13"
2021-05-26,"A.S. OURENSE, VERÍN E O BARCO","9"
2021-05-26,"A.S. PONTEVEDRA E O SALNÉS","19"
2021-05-26,"A.S. SANTIAGO E BARBANZA","20"
2021-05-26,"A.S. VIGO","42"
2021-05-26,"GALICIA","120"
2021-05-27,"A.S. A CORUÑA E CEE","8"
2021-05-27,"A.S. FERROL","6"
2021-05-27,"A.S. LUGO, A MARIÑA E MONFORTE","20"
2021-05-27,"A.S. OURENSE, VERÍN E O BARCO","16"
2021-05-27,"A.S. PONTEVEDRA E O SALNÉS","12"
2021-05-27,"A.S. SANTIAGO E BARBANZA","23"
2021-05-27,"A.S. VIGO","43"
2021-05-27,"GALICIA","128"
2021-05-28,"A.S. A CORUÑA E CEE","13"
2021-05-28,"A.S. FERROL","11"
