"Fecha","area_sanitaria","Concello","positivos","aulas_cerradas","centro_cerrado","Nome","Código","Enderezo","Provincia","Cód..postal","Teléfono","Tipo.de.centro","COORDENADA_X","COORDENADA_Y","TITULARIDADE","ENSINO_CONCERTADO","DEPENDENTE"
"2020-09-22","Ourense","VERÍN",1,"0","no","CPR Plurilingüe María Inmaculada",32013557,"Avenida de Portugal 59","Ourense",32600,"988410756","CPR",41.935524,-7.4381266,"Privada","Si","Non"
"2020-09-23","Ourense","VERÍN",2,"0","no","CPR Plurilingüe María Inmaculada",32013557,"Avenida de Portugal 59","Ourense",32600,"988410756","CPR",41.935524,-7.4381266,"Privada","Si","Non"
"2020-09-22","Vigo","VIGO",1,"1","no","CPR Plurilingüe Mariano",36011181,"Rúa URZAIZ 122","Pontevedra",36205,"986275168","CPR",42.2313,-8.708665,"Privada","Si","Non"
"2020-09-23","Vigo","VIGO",1,"1","no","CPR Plurilingüe Mariano",36011181,"Rúa URZAIZ 122","Pontevedra",36205,"986275168","CPR",42.2313,-8.708665,"Privada","Si","Non"
"2020-09-22","Vigo","VIGO",1,"0","no","CPR Plurilingüe Miralba",36011178,"Gran Via 164","Pontevedra",36211,"986213047","CPR",42.22157,-8.728638,"Privada","Si","Non"
"2020-09-23","Vigo","VIGO",1,"0","no","CPR Plurilingüe Miralba",36011178,"Gran Via 164","Pontevedra",36211,"986213047","CPR",42.22157,-8.728638,"Privada","Si","Non"
"2020-09-19","Ourense","OURENSE",1,"0","no","CPR Plurilingüe Padre Feijoo Zorelle",32008616,"Doutor Fleming 21","Ourense",32003,"988230401","CPR",42.337574,-7.867445,"Privada","Si","Non"
"2020-09-22","Ourense","OURENSE",2,"0","no","CPR Plurilingüe Padre Feijoo Zorelle",32008616,"Doutor Fleming 21","Ourense",32003,"988230401","CPR",42.337574,-7.867445,"Privada","Si","Non"
"2020-09-23","Ourense","OURENSE",2,"1","no","CPR Plurilingüe Padre Feijoo Zorelle",32008616,"Doutor Fleming 21","Ourense",32003,"988230401","CPR",42.337574,-7.867445,"Privada","Si","Non"
"2020-09-22","Lugo","LUGO",3,"0","no","CPR Plurilingüe Padres Franciscanos",27006280,"Praza Maior 26","Lugo",27001,"982227107","CPR",43.00942,-7.556314,"Privada","Si","Non"
"2020-09-23","Lugo","LUGO",3,"0","no","CPR Plurilingüe Padres Franciscanos",27006280,"Praza Maior 26","Lugo",27001,"982227107","CPR",43.00942,-7.556314,"Privada","Si","Non"
"2020-09-19","Pontevedra","PONTEVEDRA",1,"1","no","CPR Plurilingüe Sagrado Corazón de Jesús",36006699,"Rúa A Estrada 24","Pontevedra",36004,"986856350","CPR",42.427193,-8.629633,"Privada","Si","Non"
"2020-09-22","Pontevedra","PONTEVEDRA",1,"1","no","CPR Plurilingüe Sagrado Corazón de Jesús",36006699,"Rúa A Estrada 24","Pontevedra",36004,"986856350","CPR",42.427193,-8.629633,"Privada","Si","Non"
"2020-09-23","Pontevedra","PONTEVEDRA",1,"1","no","CPR Plurilingüe Sagrado Corazón de Jesús",36006699,"Rúa A Estrada 24","Pontevedra",36004,"986856350","CPR",42.427193,-8.629633,"Privada","Si","Non"
"2020-09-19","Lugo","RIBADEO",1,"1","no","CPR Plurilingüe Sagrado Corazón de Jesús",27010911,"Rúa Carlos III 4","Lugo",27700,"982128415","CPR",43.538723,-7.044988,"Privada","Si","Non"
"2020-09-22","Lugo","RIBADEO",1,"0","no","CPR Plurilingüe Sagrado Corazón de Jesús",27010911,"Rúa Carlos III 4","Lugo",27700,"982128415","CPR",43.538723,-7.044988,"Privada","Si","Non"
"2020-09-23","Lugo","RIBADEO",1,"0","no","CPR Plurilingüe Sagrado Corazón de Jesús",27010911,"Rúa Carlos III 4","Lugo",27700,"982128415","CPR",43.538723,-7.044988,"Privada","Si","Non"
"2020-09-22","Coruña","A CORUÑA",1,"0","no","CPR Plurilingüe Salesiano San Juan Bosco",15004538,"Rúa Hospital 14","A Coruña",15003,"981203550","CPR",43.37348,-8.402607,"Privada","Si","Non"
"2020-09-23","Coruña","A CORUÑA",1,"0","no","CPR Plurilingüe Salesiano San Juan Bosco",15004538,"Rúa Hospital 14","A Coruña",15003,"981203550","CPR",43.37348,-8.402607,"Privada","Si","Non"
"2020-09-19","Pontevedra","VILAGARCÍA DE AROUSA",1,"1","no","CPR Plurilingüe San Francisco",36012468,"Rúa Edelmiro Trillo 15","Pontevedra",36600,"986501927","CPR",42.59459,-8.765079,"Privada","Si","Non"
"2020-09-22","Pontevedra","VILAGARCÍA DE AROUSA",1,"1","no","CPR Plurilingüe San Francisco",36012468,"Rúa Edelmiro Trillo 15","Pontevedra",36600,"986501927","CPR",42.59459,-8.765079,"Privada","Si","Non"
"2020-09-23","Pontevedra","VILAGARCÍA DE AROUSA",1,"1","no","CPR Plurilingüe San Francisco",36012468,"Rúa Edelmiro Trillo 15","Pontevedra",36600,"986501927","CPR",42.59459,-8.765079,"Privada","Si","Non"
"2020-09-19","Ourense","OURENSE",1,"0","no","CPR Plurilingüe San José",32008550,"Rúa do Progreso 24","Ourense",32005,"988220990","CPR",42.333916,-7.8656263,"Privada","Si","Non"
"2020-09-22","Ourense","OURENSE",2,"0","no","CPR Plurilingüe San José",32008550,"Rúa do Progreso 24","Ourense",32005,"988220990","CPR",42.333916,-7.8656263,"Privada","Si","Non"
"2020-09-23","Ourense","OURENSE",2,"1","no","CPR Plurilingüe San José",32008550,"Rúa do Progreso 24","Ourense",32005,"988220990","CPR",42.333916,-7.8656263,"Privada","Si","Non"
"2020-09-19","Ourense","OURENSE",1,"0","no","CPR Plurilingüe Santa Maria",32008604,"Rúa BEDOYA 9","Ourense",32004,"988228152","CPR",42.340458,-7.86215,"Privada","Si","Non"
"2020-09-22","Ourense","OURENSE",1,"0","no","CPR Plurilingüe Santa Maria",32008604,"Rúa BEDOYA 9","Ourense",32004,"988228152","CPR",42.340458,-7.86215,"Privada","Si","Non"
"2020-09-19","Ourense","OURENSE",2,"1","no","CPR Plurilingüe Santo Ángel",32008410,"Vila Real 6","Ourense",36120,"988220487","CPR",42.33932,-7.8717227,"Privada","Si","Non"
"2020-09-22","Ourense","OURENSE",2,"1","no","CPR Plurilingüe Santo Ángel",32008410,"Vila Real 6","Ourense",32002,"988220487","CPR",42.33932,-7.8717227,"Privada","Si","Non"
"2020-09-23","Ourense","OURENSE",2,"1","no","CPR Plurilingüe Santo Ángel",32008410,"Vila Real 6","Ourense",32002,"988220487","CPR",42.33932,-7.8717227,"Privada","Si","Non"
"2020-09-19","Santiago","DODRO",1,"1","no","CRA de Dodro",15032492,"Estrada De Imo 28","A Coruña",15982,"981802421","CRA",42.713543,-8.722651,"Pública","Non","Si"
"2020-09-22","Santiago","DODRO",1,"1","no","CRA de Dodro",15032492,"Estrada De Imo 28","A Coruña",15982,"981802421","CRA",42.713543,-8.722651,"Pública","Non","Si"
"2020-09-23","Santiago","DODRO",1,"1","no","CRA de Dodro",15032492,"Estrada De Imo 28","A Coruña",15982,"981802421","CRA",42.713543,-8.722651,"Pública","Non","Si"
"2020-09-19","Pontevedra","PONTEVEDRA",1,"1","no","E.I. A Parda",NA,"Rúa Diego Sarmiento Acuña Conde de Gondomar, 36004 Pontevedra","Pontevedra",36004,"986090103","E.I.",42.425333,-8.628306,"NA","NA","NA"
"2020-09-22","Pontevedra","PONTEVEDRA",1,"1","no","E.I. A Parda",NA,"Rúa Diego Sarmiento Acuña Conde de Gondomar, 36004 Pontevedra","Pontevedra",36004,"986090103","E.I.",42.42533,-8.628306,"NA","NA","NA"
"2020-09-23","Pontevedra","PONTEVEDRA",1,"1","no","E.I. A Parda",NA,"Rúa Diego Sarmiento Acuña Conde de Gondomar, 36004 Pontevedra","Pontevedra",36004,"986090103","E.I.",42.42533,-8.628306,"NA","NA","NA"
"2020-09-22","Santiago","ARZÚA",1,"0","no","E.I. Arzúa",NA,"Consuelo Agra s/n, 15810","A Coruña",15810,"981500414","E.I.",42.925476,-8.164856,"NA",NA,NA
"2020-09-23","Santiago","ARZÚA",1,"0","no","E.I. Arzúa",NA,"Consuelo Agra s/n, 15810","A Coruña",15810,"981500414","E.I.",42.92548,-8.164856,"NA",NA,NA
"2020-09-19","Coruña","A CORUÑA",1,"0","no","E.I. As Mariñas",NA,"Rúa Orillamar, 37, 15002 A Coruña","A Coruña",15002,"981203642","E.I.",43.375942,-8.39584,"NA",NA,NA
"2020-09-22","Coruña","A CORUÑA",1,"0","no","E.I. As Mariñas",NA,"Rúa Orillamar, 37, 15002 A Coruña","A Coruña",15002,"981203642","E.I.",43.375942,-8.39584,"NA",NA,NA
"2020-09-23","Coruña","A CORUÑA",1,"0","no","E.I. As Mariñas",NA,"Rúa Orillamar, 37, 15002 A Coruña","A Coruña",15002,"981203642","E.I.",43.375942,-8.39584,"NA",NA,NA
"2020-09-19","Pontevedra","MARÍN",1,"0","no","E.I. Casa do Mar",NA,"Rúa Alcalde Ezequiel Massoni, 7, 36915 Marín, PontevedraRúa Alcalde Ezequiel Massoni, 7, 36915 Marín, Pontevedra","Pontevedra",36915,"886151339","E.I.",42.390541,-8.700689,"NA",NA,NA
"2020-09-22","Pontevedra","MARÍN",1,"0","no","E.I. Casa do Mar",NA,"Rúa Alcalde Ezequiel Massoni, 7, 36915 Marín, Pontevedra","Pontevedra",36915,"886151339","E.I.",42.390541,-8.700689,"NA",NA,NA
"2020-09-23","Pontevedra","MARÍN",1,"1","no","E.I. Casa do Mar",NA,"Rúa Alcalde Ezequiel Massoni, 7, 36915 Marín, Pontevedra","Pontevedra",36915,"886151339","E.I.",42.390541,-8.700689,"NA",NA,NA
"2020-09-19","Santiago","SANTIAGO DE COMPOSTELA",1,"0","no","E.I. Cativos Conxo",NA,"Rúa do Banquete de Conxo, 3, 15706 Santiago de Compostela, A Coruña","A Coruña",15706,"669672251","E.I.",42.865844,-8.554079,"NA",NA,NA
"2020-09-22","Santiago","SANTIAGO DE COMPOSTELA",1,"0","no","E.I. Cativos Conxo",NA,"Rúa do Banquete de Conxo, 3, 15706 Santiago de Compostela, A Coruña","A Coruña",15706,"669672251","E.I.",42.865844,-8.554079,"NA",NA,NA
"2020-09-23","Santiago","SANTIAGO DE COMPOSTELA",1,"0","no","E.I. Cativos Conxo",NA,"Rúa do Banquete de Conxo, 3, 15706 Santiago de Compostela, A Coruña","A Coruña",15706,"669672251","E.I.",42.865844,-8.554079,"NA",NA,NA
"2020-09-22","Pontevedra","CERDEDO-COTOBADE",1,"1","no","E.I. Cotobade Tenorio",NA,"Lugar de Lérez, s/n, Tenorio, 36120 Cerdedo-Cotobade Pontevedra","Pontevedra",36120,"986764339","E.I.",42.462708,-8.560204,"NA",NA,NA
"2020-09-23","Pontevedra","CERDEDO-COTOBADE",1,"1","no","E.I. Cotobade Tenorio",NA,"Lugar de Lérez, s/n, Tenorio, 36120 Cerdedo-Cotobade Pontevedra","Pontevedra",36120,"986764339","E.I.",42.462708,-8.560204,"NA",NA,NA
"2020-09-19","Pontevedra","MARÍN",1,"1","no","E.I. Integral Dalila Cangas",NA,"Avda. de Orense, Pl. Ponteporto, 50, 36900 Marín, PO","Pontevedra",36900,"986891534","E.I.",42.395036,-8.692485,"NA",NA,NA
"2020-09-22","Pontevedra","MARÍN",1,"1","no","E.I. Integral Dalila Cangas",NA,"Avda. de Orense, Pl. Ponteporto, 50, 36900 Marín, PO","Pontevedra",36900,"986891534","E.I.",42.395036,-8.692485,"NA",NA,NA
"2020-09-23","Pontevedra","MARÍN",1,"0","no","E.I. Integral Dalila Cangas",NA,"Avda. de Orense, Pl. Ponteporto, 50, 36900 Marín, PO","Pontevedra",36900,"986891534","E.I.",42.395036,-8.692485,"NA",NA,NA
"2020-09-19","Coruña","A CORUÑA",2,"0","no","E.I. Kid's Garden",NA,"Rúa Oporto, 1, 15008 A Coruña","A Coruña",15008,"981163202","E.I.",43.312734,-8.420713,"NA",NA,NA
"2020-09-22","Coruña","A CORUÑA",2,"0","no","E.I. Kid's Garden",NA,"Rúa Oporto, 1, 15008 A Coruña","A Coruña",15008,"981163202","E.I.",43.312734,-8.420713,"NA",NA,NA
"2020-09-23","Coruña","A CORUÑA",2,"0","no","E.I. Kid's Garden",NA,"Rúa Oporto, 1, 15008 A Coruña","A Coruña",15008,"981163202","E.I.",43.312734,-8.420713,"NA",NA,NA
"2020-09-19","Vigo","VIGO",1,"1","no","E.I. Lacaba",NA,"Av. Europa, 35, 36212 Vigo, Pontevedra","Pontevedra",36212,"986240789","E.I.",42.215042,-8.761913,"NA",NA,NA
"2020-09-22","Vigo","VIGO",1,"1","no","E.I. Lacaba",NA,"Av. Europa, 35, 36212 Vigo, Pontevedra","Pontevedra",36212,"986240789","E.I.",42.215042,-8.761913,"NA",NA,NA
"2020-09-23","Vigo","VIGO",1,"1","no","E.I. Lacaba",NA,"Av. Europa, 35, 36212 Vigo, Pontevedra","Pontevedra",36212,"986240789","E.I.",42.215042,-8.761913,"NA",NA,NA
"2020-09-19","Coruña","OLEIROS",1,"0","no","E.I. Mera",NA,"Paseo Lagoa, 8, 15177 Oleiros, A Coruña","A Coruña",15177,"981617505","E.I.",43.377257,-8.337102,"NA",NA,NA
"2020-09-22","Coruña","OLEIROS",1,"0","no","E.I. Mera",NA,"Paseo Lagoa, 8, 15177 Oleiros, A Coruña","A Coruña",15177,"981617505","E.I.",43.377257,-8.337102,"NA",NA,NA
"2020-09-23","Coruña","OLEIROS",1,"0","no","E.I. Mera",NA,"Paseo Lagoa, 8, 15177 Oleiros, A Coruña","A Coruña",15177,"981617505","E.I.",43.377257,-8.337102,"NA",NA,NA
"2020-09-22","Vigo","NIGRÁN",1,"1","no","E.I. Nigrán",NA,"Rúa do Panasco, 36350 Nigrán, Pontevedra","Pontevedra",36350,"986380424","E.I.",42.139868,-8.8102,"NA",NA,NA
"2020-09-23","Vigo","NIGRÁN",1,"1","no","E.I. Nigrán",NA,"Rúa do Panasco, 36350 Nigrán, Pontevedra","Pontevedra",36350,"986380424","E.I.",42.139868,-8.8102,"NA",NA,NA
"2020-09-19","Santiago","LALÍN",1,"0","no","E.I. Pontiñas",NA,"Rúa Banda de Música de Lalín, 12, 36500 Lalín, Pontevedra","Pontevedra",36500,"986781853",NA,42.664225,-8.105981,"NA",NA,NA
"2020-09-22","Santiago","LALÍN",1,"0","no","E.I. Pontiñas",NA,"Rúa Banda de Música de Lalín, 12, 36500 Lalín, Pontevedra","Pontevedra",36500,"986781853","E.I.",42.664225,-8.105981,"NA",NA,NA
"2020-09-23","Santiago","LALÍN",1,"0","no","E.I. Pontiñas",NA,"Rúa Banda de Música de Lalín, 12, 36500 Lalín, Pontevedra","Pontevedra",36500,"986781853","E.I.",42.664225,-8.105981,"NA",NA,NA
"2020-09-19","Santiago","BOIRO",1,"0","no","E.I. Praia Xardín",NA,"Plaza, Rúa Praia Xardín, 10, 15930 Boiro, A Coruña","A Coruña",15930,"981844637","E.I.",42.643515,-8.891275,"NA",NA,NA
"2020-09-22","Santiago","BOIRO",1,"0","no","E.I. Praia Xardín",NA,"Plaza, Rúa Praia Xardín, 10, 15930 Boiro, A Coruña","A Coruña",15930,"981844637","E.I.",42.643515,-8.891275,"NA",NA,NA
"2020-09-23","Santiago","BOIRO",1,"0","no","E.I. Praia Xardín",NA,"Plaza, Rúa Praia Xardín, 10, 15930 Boiro, A Coruña","A Coruña",15930,"981844637","E.I.",42.643515,-8.891275,"NA",NA,NA
"2020-09-22","Santiago","RIANXO",1,"0","no","E.I. Rianxo",NA,"Rúa Xosé Mª Brea Segade, 15920 Rianxo, A Coruña","A Coruña",15920,"986860695","E.I.",42.650056,-8.813718,"NA",NA,NA
"2020-09-23","Santiago","RIANXO",1,"0","no","E.I. Rianxo",NA,"Rúa Xosé Mª Brea Segade, 15920 Rianxo, A Coruña","A Coruña",15920,"986860695","E.I.",42.650056,-8.813718,"NA",NA,NA
